Order_ID,Date,City,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Delivery_Time,Customer_Rating,Payment_Mode,Delivery_Type,Seller_Name
1254,2024-05-28,Mumbai,Eggs 6pcs,Dairy,,85,425.0,32,3.5,UPI,standard,GroceryHub
1255,11-04-2024,Mumbai,Chicken 1kg,Snacks,2,55,110.0,53,4.9,upi,Express,FarmFresh
1256,2024-05-29,Banglore,Wheat Flour 1kg,Grocery,5,45,225.0,62,3.5,Card,Express,GroceryHub
1257,2024/05/17,Jaipur,Cookies 300g,Vegetables,2,80,160.0,50,4.7,cash,Standard,FreshFarm
1258,2024-05-27,Pune,Chips 200g,Bakery,3,45,135.0,37,4.8,Cash,express,FreshFarm
1259,2024/05/08,Delhi,Wheat Flour 1kg,grocery,two,80,80.0,28,,Card,express,SnackBox
1260,2024/04/22,delhi,Rice 1kg,Grocery,3,85,255.0,75,4.8,UPI,Standard,FarmFresh
1261,2024-06-14,Bengaluru,Milk 1L,Fruits,5,30,150.0,37,4.0,cash,express,BakeHouse
1262,2024-04-15,Jaipur,Sugar 1kg,Snacks,3,80,240.0,30,4.0,upi,standard,BakeHouse
1263,2024/04/01,Pune,Chicken 1kg,Vegetables,5,40,200.0,85,3.5,Cash,Express,SnackBox
1264,2024/05/07,Bengaluru,Rice 1kg,dairy,1,,,40,4.9,upi,Express,GroceryHub
1265,27-01-2024,Pune,Bun 2pcs,Bakery,1,70,70.0,33,4.9,Cash,Express,FarmFresh
1266,01-03-2024,Banglore,Paneer 200g,Bakery,two,55,165.0,37,4.9,cash,express,FarmFresh
1267,11-02-2024,delhi,Banana 1dozen,Snacks,,60,60.0,38,,cash,Standard,FarmFresh
1268,2024/05/31,Delhi,Chips 200g,Fruits,two,,,67,,upi,Standard,SnackBox
1269,2024/01/27,Bengaluru,Banana 1dozen,Fruits,,,,69,4.0,Card,standard,GroceryHub
1270,2024/03/25,Mumbai,Chicken 1kg,Grocery,two,100,500.0,59,4.0,Card,Standard,FarmFresh
1271,2024/04/14,Banglore,Wheat Flour 1kg,dairy,1,30,30.0,32,3.5,cash,express,GroceryHub
1272,2024/06/22,Mumbai,Rice 1kg,Poultry,1,50,50.0,73,4.0,cash,Standard,GreenCart
1273,2024/01/31,Mumbai,Paneer 200g,Vegetables,,55,275.0,58,4.2,upi,express,BakeHouse
1274,2024/02/25,Jaipur,Cake 500g,Poultry,2,100,200.0,76,4.9,UPI,express,FreshFarm
1275,2024/03/02,Mumbai,Milk 1L,Vegetables,4,80,320.0,30,4.0,cash,standard,GreenCart
1276,2024/03/29,delhi,Bun 2pcs,Vegetables,4,85,340.0,33,4.7,cash,Standard,GreenCart
1277,04-05-2024,Bengaluru,Bread 400g,Dairy,,85,170.0,79,4.5,Cash,Express,GreenCart
1278,2024-04-21,Jaipur,Wheat Flour 1kg,Vegetables,1,30,30.0,62,4.9,UPI,standard,FreshFarm
1279,27-01-2024,Jaipur,Chips 200g,Vegetables,4,50,200.0,56,4.2,upi,express,FreshFarm
1280,2024/02/11,Banglore,Tomato 1kg,dairy,1,40,40.0,46,4.8,Cash,Express,SnackBox
1281,24-03-2024,Pune,Sugar 1kg,Dairy,4,45,180.0,77,3.5,cash,Express,SnackBox
1282,2024-04-06,delhi,Curd 500g,Grocery,1,55,55.0,70,N/A,upi,standard,GroceryHub
1283,2024-01-29,Pune,Paneer 200g,Snacks,3,45,135.0,67,,cash,express,BakeHouse
1284,2024/01/14,Bengaluru,Bun 2pcs,Bakery,two,,,77,3.5,cash,Standard,BakeHouse
1285,2024-05-30,Delhi,Wheat Flour 1kg,Dairy,5,50,250.0,25,4.9,UPI,Standard,FarmFresh
1286,2024/05/15,Pune,Eggs 6pcs,Fruits,3,55,165.0,25,4.2,Card,Standard,GreenCart
1287,2024/04/27,delhi,Curd 500g,dairy,1,80,80.0,68,4.9,upi,standard,GreenCart
1288,2024/03/21,Mumbai,Cookies 300g,Vegetables,5,45,225.0,69,,Card,express,GreenCart
1289,03-05-2024,Mumbai,Sugar 1kg,Bakery,5,85,425.0,28,4.7,Card,express,GroceryHub
1290,2024/06/02,Delhi,Cookies 300g,dairy,1,80,80.0,46,N/A,upi,express,BakeHouse
1291,2024/02/10,Banglore,Bun 2pcs,Poultry,2,45,90.0,38,N/A,Card,Express,GreenCart
1292,2024-05-08,Banglore,Potato 1kg,Bakery,,50,50.0,68,4.8,UPI,Express,BakeHouse
1293,2024-03-18,Banglore,Banana 1dozen,Grocery,,85,425.0,50,4.5,cash,express,GreenCart
1294,2024/06/04,Bengaluru,Eggs 6pcs,Fruits,3,80,240.0,48,4.8,cash,Standard,GroceryHub
1295,18-06-2024,Banglore,Eggs 6pcs,Vegetables,5,45,225.0,39,4.8,Cash,Express,BakeHouse
1296,2024-01-18,Jaipur,Sugar 1kg,Snacks,,,,68,,cash,Standard,GreenCart
1297,2024-05-13,delhi,Onion 1kg,Snacks,5,100,500.0,65,4.2,UPI,Express,SnackBox
1298,29-06-2024,Banglore,Chips 200g,Vegetables,two,40,80.0,63,4.7,UPI,express,FarmFresh
1299,2024-01-11,Mumbai,Eggs 6pcs,Dairy,2,45,90.0,50,4.2,UPI,standard,SnackBox
1300,16-06-2024,Pune,Namkeen 500g,Grocery,2,45,90.0,40,4.0,Cash,standard,SnackBox
1301,2024/02/06,Pune,Chicken 1kg,grocery,2,50,100.0,39,N/A,Cash,express,FreshFarm
1302,30-05-2024,Mumbai,Chips 200g,Fruits,2,80,160.0,66,N/A,cash,Standard,GroceryHub
1303,2024-04-26,Pune,Sugar 1kg,Poultry,3,45,135.0,55,3.5,cash,standard,GreenCart
1304,2024/02/24,Mumbai,Cake 500g,Snacks,5,,,87,4.8,cash,express,GreenCart
1305,2024/04/30,Delhi,Cookies 300g,Dairy,3,45,135.0,70,N/A,cash,Standard,GreenCart
1306,2024/04/24,delhi,Onion 1kg,Poultry,4,70,280.0,59,4.9,UPI,Standard,BakeHouse
1307,2024-06-20,Jaipur,Tomato 1kg,Poultry,,40,80.0,53,,UPI,standard,FreshFarm
1308,2024/03/11,Pune,Wheat Flour 1kg,dairy,,50,100.0,74,3.5,Cash,Express,BakeHouse
1309,2024-03-08,Pune,Chips 200g,grocery,4,70,280.0,67,4.7,Card,Express,FreshFarm
1310,2024/03/06,Bengaluru,Eggs 6pcs,Grocery,4,50,200.0,84,4.0,UPI,standard,BakeHouse
1311,2024-06-05,delhi,Potato 1kg,Poultry,2,30,60.0,51,4.2,UPI,standard,GroceryHub
1312,2024/04/17,delhi,Banana 1dozen,Fruits,1,45,45.0,25,,Cash,Express,SnackBox
1313,27-05-2024,delhi,Orange 1kg,grocery,1,45,45.0,36,N/A,cash,express,GroceryHub
1314,27-06-2024,Delhi,Bread 400g,Fruits,4,85,340.0,25,,Cash,Express,BakeHouse
1315,07-01-2024,Bengaluru,Apple 1kg,Vegetables,2,55,110.0,31,3.5,UPI,Standard,SnackBox
1316,25-06-2024,Bengaluru,Curd 500g,Fruits,4,30,120.0,39,4.5,cash,Express,SnackBox
1317,15-03-2024,Pune,Apple 1kg,Poultry,5,55,275.0,60,,cash,Standard,FarmFresh
1318,2024-01-02,Banglore,Banana 1dozen,Bakery,1,40,40.0,46,4.5,UPI,standard,GroceryHub
1319,08-03-2024,Jaipur,Chicken 1kg,dairy,,70,70.0,48,4.9,cash,Standard,GreenCart
1320,05-03-2024,Bengaluru,Bun 2pcs,Snacks,5,60,300.0,71,4.7,UPI,Express,BakeHouse
1321,2024-03-03,delhi,Onion 1kg,dairy,1,,,43,4.8,UPI,Express,GreenCart
1322,29-02-2024,Delhi,Cookies 300g,Bakery,3,40,120.0,75,4.8,Cash,Standard,BakeHouse
1323,2024/04/04,Banglore,Cake 500g,Fruits,3,30,90.0,77,4.0,upi,Express,FarmFresh
1324,13-04-2024,Mumbai,Cake 500g,Fruits,4,60,240.0,29,4.9,Cash,express,FreshFarm
1325,2024/04/17,Banglore,Apple 1kg,Fruits,two,45,45.0,25,4.9,UPI,express,FreshFarm
1326,2024-04-10,Bengaluru,Cake 500g,grocery,5,80,400.0,48,4.9,Cash,express,FarmFresh
1327,2024/04/24,Jaipur,Orange 1kg,dairy,2,30,60.0,39,4.9,Cash,Express,SnackBox
1328,08-02-2024,Bengaluru,Eggs 6pcs,Snacks,1,85,85.0,71,,Cash,Standard,GroceryHub
1329,2024-04-18,Bengaluru,Potato 1kg,Fruits,1,85,85.0,73,4.2,Card,Standard,GroceryHub
1330,2024/04/08,Delhi,Chicken 1kg,grocery,4,60,240.0,86,4.5,Cash,standard,FarmFresh
1331,2024-04-09,Jaipur,Bun 2pcs,Grocery,two,80,320.0,51,4.5,UPI,standard,FarmFresh
1332,2024-03-19,Jaipur,Paneer 200g,Dairy,3,85,255.0,60,N/A,Card,Standard,FreshFarm
1333,26-04-2024,delhi,Onion 1kg,Poultry,4,50,200.0,51,4.9,cash,express,GroceryHub
1334,2024/02/21,Banglore,Bun 2pcs,dairy,3,80,240.0,65,4.9,upi,express,BakeHouse
1335,2024/01/17,Mumbai,Apple 1kg,Snacks,5,85,425.0,51,4.2,Cash,standard,BakeHouse
1336,18-01-2024,Bengaluru,Onion 1kg,grocery,5,80,400.0,85,4.8,cash,express,GroceryHub
1337,17-02-2024,delhi,Rice 1kg,Snacks,,,,35,N/A,Card,express,BakeHouse
1338,2024-04-12,Delhi,Tomato 1kg,Dairy,3,45,135.0,31,4.5,UPI,Standard,FreshFarm
1339,2024-05-27,Mumbai,Orange 1kg,Fruits,2,60,120.0,55,4.0,UPI,Standard,GreenCart
1340,03-04-2024,Banglore,Chips 200g,Dairy,1,70,70.0,46,4.7,Cash,standard,BakeHouse
1341,23-02-2024,Delhi,Tomato 1kg,grocery,two,100,100.0,51,4.7,Card,Express,FarmFresh
1342,2024/05/22,Delhi,Potato 1kg,Bakery,,30,60.0,30,4.7,UPI,standard,BakeHouse
1343,2024-06-13,Bengaluru,Chips 200g,Vegetables,,45,135.0,31,N/A,cash,Standard,FreshFarm
1344,2024-03-09,delhi,Orange 1kg,Fruits,two,70,210.0,60,4.9,Cash,Standard,GreenCart
1345,2024-06-08,Banglore,Banana 1dozen,dairy,,60,120.0,88,4.5,upi,Standard,GreenCart
1346,23-01-2024,Mumbai,Bun 2pcs,Bakery,5,85,425.0,47,4.0,UPI,express,SnackBox
1347,2024/04/16,Bengaluru,Cookies 300g,grocery,two,70,280.0,38,3.5,upi,standard,GreenCart
1348,08-04-2024,Delhi,Eggs 6pcs,Vegetables,,70,350.0,40,4.9,Card,Standard,GroceryHub
1349,2024/02/05,Mumbai,Cake 500g,Dairy,4,40,160.0,37,4.8,Card,Express,GroceryHub
1350,2024-02-04,Pune,Curd 500g,Vegetables,1,40,40.0,47,3.5,upi,standard,GreenCart
1351,2024-04-04,Mumbai,Wheat Flour 1kg,Vegetables,5,30,150.0,79,4.2,UPI,Express,GreenCart
1352,08-02-2024,Bengaluru,Sugar 1kg,grocery,2,30,60.0,52,4.0,Cash,express,FreshFarm
1353,2024-02-03,Banglore,Sugar 1kg,Bakery,4,80,320.0,80,4.7,Card,Standard,GroceryHub
1354,2024-04-14,Bengaluru,Paneer 200g,dairy,5,45,225.0,65,4.9,cash,express,FarmFresh
1355,2024-06-07,Pune,Eggs 6pcs,Dairy,two,70,280.0,47,4.7,Cash,Standard,BakeHouse
1356,2024-03-07,Banglore,Onion 1kg,Dairy,1,50,50.0,26,4.9,Cash,Express,GroceryHub
1357,2024-05-14,Pune,Paneer 200g,Snacks,2,80,160.0,76,4.5,upi,Standard,FreshFarm
1358,15-01-2024,Jaipur,Bread 400g,Snacks,5,55,275.0,74,4.9,Cash,standard,BakeHouse
1359,16-05-2024,delhi,Wheat Flour 1kg,Grocery,3,45,135.0,72,4.9,Cash,standard,FarmFresh
1360,2024-02-10,Delhi,Tomato 1kg,Dairy,3,30,90.0,73,4.0,UPI,Standard,BakeHouse
1361,28-04-2024,Delhi,Paneer 200g,Fruits,4,80,320.0,77,4.9,UPI,Standard,FreshFarm
1362,15-01-2024,Pune,Apple 1kg,Bakery,5,,,35,4.2,UPI,Standard,FarmFresh
1363,2024/06/06,Jaipur,Paneer 200g,Fruits,,70,140.0,62,4.7,cash,standard,FarmFresh
1364,2024-04-15,Delhi,Bread 400g,Fruits,3,70,210.0,42,3.5,Cash,Standard,GreenCart
1365,2024/06/22,Delhi,Namkeen 500g,Fruits,3,60,180.0,64,4.5,cash,express,GreenCart
1366,29-02-2024,Bengaluru,Bread 400g,Dairy,2,55,110.0,78,3.5,upi,standard,SnackBox
1367,2024-05-26,Delhi,Cake 500g,Grocery,2,50,100.0,67,,UPI,Express,FreshFarm
1368,2024/05/05,Bengaluru,Cake 500g,Dairy,5,50,250.0,74,4.5,Card,standard,FarmFresh
1369,2024/02/28,Mumbai,Rice 1kg,grocery,two,30,30.0,52,4.9,Card,Standard,FarmFresh
1370,2024/04/13,Jaipur,Onion 1kg,Vegetables,two,40,40.0,50,,cash,express,GroceryHub
1371,2024-05-19,delhi,Chips 200g,Dairy,1,80,80.0,48,3.5,upi,standard,SnackBox
1372,2024-04-14,Mumbai,Cookies 300g,Fruits,,,,83,4.2,Cash,standard,FreshFarm
1373,2024-05-24,Delhi,Milk 1L,Grocery,4,,,63,4.2,Card,Express,GroceryHub
1374,14-03-2024,delhi,Cookies 300g,Poultry,3,55,165.0,59,4.8,Card,standard,FarmFresh
1375,2024-05-27,Delhi,Apple 1kg,Poultry,two,45,225.0,60,3.5,UPI,Express,GreenCart
1376,2024/05/29,Pune,Onion 1kg,Vegetables,,40,200.0,66,4.0,upi,standard,GreenCart
1377,2024/02/13,Mumbai,Eggs 6pcs,Fruits,5,70,350.0,40,,upi,Express,GroceryHub
1378,2024-04-18,Pune,Orange 1kg,Snacks,4,55,220.0,29,4.2,Card,express,FreshFarm
1379,2024-03-16,Pune,Eggs 6pcs,dairy,two,40,120.0,25,,upi,Express,SnackBox
1380,2024/01/17,delhi,Namkeen 500g,Vegetables,5,85,425.0,54,4.8,cash,Standard,GroceryHub
1381,2024/01/01,Mumbai,Cookies 300g,Fruits,3,40,120.0,83,4.7,Cash,standard,GroceryHub
1382,2024/02/05,Bengaluru,Milk 1L,Snacks,1,55,55.0,37,4.7,Card,standard,GreenCart
1383,19-04-2024,Bengaluru,Cookies 300g,Dairy,,55,110.0,42,4.7,Card,Standard,FreshFarm
1384,28-03-2024,Jaipur,Potato 1kg,Poultry,2,60,120.0,86,4.0,Card,Standard,FreshFarm
1385,2024/04/23,delhi,Cake 500g,Snacks,4,40,160.0,88,,Cash,standard,FreshFarm
1386,19-04-2024,Jaipur,Milk 1L,Snacks,two,45,90.0,43,4.0,Card,Express,GroceryHub
1387,14-02-2024,Mumbai,Sugar 1kg,Vegetables,2,70,140.0,63,,Cash,standard,GroceryHub
1388,2024-01-01,Delhi,Eggs 6pcs,Vegetables,1,55,55.0,34,4.2,Card,Standard,FreshFarm
1389,04-06-2024,delhi,Tomato 1kg,Fruits,,80,240.0,31,3.5,Card,Standard,SnackBox
1390,2024-01-10,Jaipur,Rice 1kg,grocery,1,40,40.0,77,,Card,Express,GreenCart
1391,18-05-2024,Delhi,Tomato 1kg,Dairy,,80,320.0,53,,Cash,Express,SnackBox
1392,2024-06-22,delhi,Cookies 300g,Grocery,1,70,70.0,67,4.0,Cash,Express,GreenCart
1393,21-05-2024,Jaipur,Tomato 1kg,Dairy,4,,,30,N/A,Card,Express,GreenCart
1394,2024-01-10,Delhi,Apple 1kg,Vegetables,,85,340.0,67,,cash,standard,GroceryHub
1395,15-06-2024,delhi,Bun 2pcs,dairy,4,55,220.0,82,4.5,cash,standard,SnackBox
1396,07-03-2024,Mumbai,Tomato 1kg,Snacks,,45,225.0,58,4.7,cash,express,SnackBox
1397,2024/06/17,Mumbai,Namkeen 500g,Grocery,,50,50.0,37,4.2,Cash,standard,BakeHouse
1398,2024/01/01,Pune,Tomato 1kg,Dairy,two,60,120.0,88,4.9,Cash,Express,FreshFarm
1399,2024-04-26,Delhi,Potato 1kg,Dairy,two,100,200.0,57,4.2,upi,standard,GreenCart
1400,25-06-2024,Delhi,Milk 1L,Poultry,1,40,40.0,68,N/A,Card,Express,BakeHouse
1401,2024-06-05,Pune,Sugar 1kg,Dairy,2,50,100.0,89,4.9,Cash,Express,FarmFresh
1402,11-05-2024,Delhi,Namkeen 500g,dairy,,70,350.0,45,N/A,cash,Express,GreenCart
1403,2024-02-09,Banglore,Potato 1kg,Vegetables,5,85,425.0,41,4.8,upi,Standard,GreenCart
1404,2024-05-18,Bengaluru,Banana 1dozen,Snacks,5,,,29,N/A,Cash,Standard,GroceryHub
1405,2024/05/28,Mumbai,Potato 1kg,dairy,3,55,165.0,85,4.0,UPI,Express,GroceryHub
1406,2024/04/18,Bengaluru,Bun 2pcs,Bakery,two,40,160.0,54,4.2,cash,standard,SnackBox
1407,07-05-2024,delhi,Paneer 200g,Grocery,4,45,180.0,44,,Cash,express,GreenCart
1408,2024/05/23,Banglore,Bun 2pcs,Snacks,3,100,300.0,64,4.2,Card,express,GreenCart
1409,2024/02/29,Mumbai,Chicken 1kg,dairy,two,55,110.0,53,4.0,cash,standard,GreenCart
1410,2024-04-16,delhi,Cake 500g,Dairy,two,30,120.0,32,4.0,upi,express,FarmFresh
1411,13-03-2024,Jaipur,Bread 400g,Vegetables,1,80,80.0,35,4.2,UPI,Standard,GreenCart
1412,03-02-2024,Banglore,Namkeen 500g,Vegetables,two,80,320.0,31,4.7,Cash,Express,GreenCart
1413,2024/05/16,Delhi,Orange 1kg,Dairy,two,40,40.0,29,3.5,Card,express,FarmFresh
1414,19-05-2024,Bengaluru,Paneer 200g,Dairy,3,55,165.0,48,4.7,Cash,Express,BakeHouse
1415,2024/03/21,Mumbai,Rice 1kg,Vegetables,4,100,400.0,31,,UPI,Express,FarmFresh
1416,2024/02/24,Delhi,Tomato 1kg,Dairy,4,40,160.0,69,4.8,UPI,Standard,BakeHouse
1417,2024/04/30,delhi,Rice 1kg,Dairy,1,80,80.0,80,4.2,UPI,standard,BakeHouse
1418,01-05-2024,Delhi,Eggs 6pcs,Fruits,,70,140.0,25,3.5,UPI,Express,SnackBox
1419,2024-01-26,Mumbai,Eggs 6pcs,dairy,,45,90.0,59,4.2,upi,Express,SnackBox
1420,29-05-2024,Delhi,Sugar 1kg,grocery,3,30,90.0,81,4.8,upi,Express,FarmFresh
1421,2024-05-26,Pune,Orange 1kg,Vegetables,two,100,500.0,44,4.0,cash,standard,GroceryHub
1422,2024/01/30,Banglore,Curd 500g,Vegetables,two,,,35,N/A,cash,Express,FarmFresh
1423,13-01-2024,Banglore,Milk 1L,Vegetables,2,50,100.0,31,4.8,Cash,Express,GreenCart
1424,20-01-2024,Pune,Onion 1kg,Dairy,,70,140.0,88,4.9,cash,standard,SnackBox
1425,2024/04/30,Mumbai,Cookies 300g,Vegetables,3,60,180.0,53,N/A,Cash,Standard,GreenCart
1426,2024/02/25,Bengaluru,Namkeen 500g,grocery,two,55,275.0,57,4.2,upi,Standard,FreshFarm
1427,2024-06-29,Bengaluru,Chicken 1kg,Snacks,4,70,280.0,68,4.0,cash,express,SnackBox
1428,24-03-2024,Jaipur,Rice 1kg,Bakery,,40,120.0,31,4.8,Cash,standard,GreenCart
1429,2024-03-11,delhi,Wheat Flour 1kg,grocery,2,70,140.0,81,4.7,upi,standard,SnackBox
1430,2024/02/24,Mumbai,Potato 1kg,grocery,3,,,68,4.0,cash,express,GroceryHub
1431,2024-05-13,Pune,Rice 1kg,dairy,3,55,165.0,86,4.8,cash,Express,SnackBox
1432,2024-03-16,Mumbai,Tomato 1kg,Snacks,4,30,120.0,51,3.5,Card,Standard,BakeHouse
1433,2024-04-25,delhi,Potato 1kg,Poultry,,60,300.0,60,N/A,UPI,Express,BakeHouse
1434,2024/02/08,Pune,Cake 500g,Snacks,,40,160.0,79,,Card,Express,BakeHouse
1435,2024-02-20,Bengaluru,Bread 400g,Grocery,5,50,250.0,88,4.8,cash,standard,GroceryHub
1436,16-02-2024,Banglore,Namkeen 500g,grocery,1,60,60.0,90,,cash,Express,GroceryHub
1437,2024/05/28,Delhi,Onion 1kg,Snacks,5,55,275.0,44,4.5,cash,Express,SnackBox
1438,2024-05-13,Mumbai,Apple 1kg,grocery,4,70,280.0,65,3.5,Card,standard,GreenCart
1439,17-04-2024,Jaipur,Potato 1kg,Poultry,3,45,135.0,41,4.8,cash,Express,SnackBox
1440,2024-02-03,Banglore,Tomato 1kg,Bakery,3,,,33,4.8,cash,Standard,FarmFresh
1441,2024-05-12,Jaipur,Chicken 1kg,Dairy,4,50,200.0,25,4.2,cash,standard,GroceryHub
1442,07-03-2024,Bengaluru,Tomato 1kg,grocery,3,40,120.0,74,4.9,UPI,Express,FarmFresh
1443,2024/06/06,Jaipur,Eggs 6pcs,grocery,1,100,100.0,64,N/A,upi,Standard,GreenCart
1444,2024-06-13,Mumbai,Rice 1kg,Snacks,1,85,85.0,50,N/A,cash,express,FarmFresh
1445,03-06-2024,delhi,Potato 1kg,Poultry,3,80,240.0,74,N/A,UPI,express,GreenCart
1446,2024-06-11,Delhi,Cookies 300g,dairy,two,55,220.0,77,4.8,Cash,Standard,FreshFarm
1447,2024/05/14,Jaipur,Namkeen 500g,Snacks,4,30,120.0,88,N/A,upi,Express,GroceryHub
1448,2024-02-03,Delhi,Onion 1kg,Poultry,4,40,160.0,74,4.2,UPI,express,GreenCart
1449,13-04-2024,Bengaluru,Apple 1kg,grocery,,85,425.0,76,,Cash,Express,GroceryHub
1450,03-05-2024,Bengaluru,Cake 500g,grocery,5,85,425.0,38,4.9,UPI,Standard,BakeHouse
1451,26-02-2024,Bengaluru,Apple 1kg,Grocery,3,45,135.0,60,3.5,Cash,Standard,GroceryHub
1452,2024/01/25,Pune,Wheat Flour 1kg,Snacks,5,30,150.0,75,4.9,Card,Standard,SnackBox
1453,11-02-2024,Banglore,Bread 400g,Vegetables,5,80,400.0,74,N/A,UPI,express,SnackBox
1454,2024/05/12,Banglore,Curd 500g,Fruits,3,45,135.0,77,,UPI,standard,BakeHouse
1455,01-01-2024,Jaipur,Milk 1L,Bakery,1,85,85.0,61,3.5,UPI,express,GroceryHub
1456,2024-02-09,Delhi,Orange 1kg,Dairy,3,30,90.0,46,N/A,UPI,Express,BakeHouse
1457,2024/06/28,Mumbai,Onion 1kg,Snacks,4,55,220.0,39,4.9,upi,standard,GreenCart
1458,25-01-2024,delhi,Cake 500g,Bakery,5,45,225.0,84,4.7,Cash,standard,FreshFarm
1459,2024/01/26,Delhi,Bun 2pcs,Bakery,3,85,255.0,84,4.7,UPI,express,FreshFarm
1460,30-04-2024,Bengaluru,Bun 2pcs,Fruits,5,60,300.0,74,4.0,UPI,Express,FarmFresh
1461,18-02-2024,Delhi,Orange 1kg,Bakery,3,,,27,N/A,Card,Standard,GroceryHub
1462,15-02-2024,Bengaluru,Bun 2pcs,Vegetables,4,50,200.0,45,N/A,upi,standard,FarmFresh
1463,2024/06/27,Pune,Sugar 1kg,Vegetables,1,55,55.0,73,4.7,cash,Standard,GroceryHub
1464,11-02-2024,Delhi,Cake 500g,Vegetables,4,40,160.0,70,N/A,Cash,Standard,FarmFresh
1465,22-06-2024,delhi,Banana 1dozen,dairy,,30,150.0,88,,upi,Express,GroceryHub
1466,2024/01/17,Mumbai,Potato 1kg,dairy,5,30,150.0,85,4.9,UPI,Express,BakeHouse
1467,2024/04/29,Banglore,Sugar 1kg,Poultry,4,40,160.0,50,4.5,Cash,Standard,GreenCart
1468,2024-01-28,Jaipur,Chicken 1kg,Grocery,2,45,90.0,68,,Card,Express,BakeHouse
1469,01-03-2024,Delhi,Chips 200g,Poultry,5,,,28,N/A,upi,Standard,FarmFresh
1470,2024/03/13,Pune,Curd 500g,Bakery,two,50,150.0,84,3.5,Cash,standard,FreshFarm
1471,2024/01/02,Jaipur,Tomato 1kg,Grocery,,60,300.0,40,,upi,express,FreshFarm
1472,11-02-2024,Jaipur,Curd 500g,grocery,two,40,120.0,30,4.2,cash,Express,FreshFarm
1473,2024-04-14,Bengaluru,Wheat Flour 1kg,Dairy,1,45,45.0,87,4.2,UPI,express,GreenCart
1474,2024/01/24,Banglore,Sugar 1kg,grocery,2,60,120.0,47,4.2,upi,Standard,SnackBox
1475,2024-05-19,Mumbai,Bun 2pcs,dairy,5,70,350.0,67,4.7,UPI,Standard,SnackBox
1476,2024-05-18,Pune,Milk 1L,Bakery,3,70,210.0,34,4.0,upi,Express,FreshFarm
1477,2024/02/24,Bengaluru,Banana 1dozen,Snacks,,60,180.0,55,4.2,upi,express,GreenCart
1478,2024-01-23,Banglore,Orange 1kg,Poultry,2,55,110.0,25,4.2,cash,Express,FarmFresh
1479,24-04-2024,Delhi,Wheat Flour 1kg,Grocery,,60,300.0,39,4.8,Cash,Standard,FreshFarm
1480,2024-02-23,Jaipur,Chicken 1kg,Bakery,4,80,320.0,27,4.5,Cash,Standard,GroceryHub
1481,2024-04-22,Pune,Eggs 6pcs,Bakery,2,100,200.0,86,3.5,cash,Express,FreshFarm
1482,2024-05-24,Delhi,Cookies 300g,Snacks,,100,400.0,30,4.2,UPI,Standard,GroceryHub
1483,04-02-2024,Pune,Chicken 1kg,Snacks,2,70,140.0,63,3.5,UPI,Standard,FreshFarm
1484,2024-02-22,Bengaluru,Milk 1L,Vegetables,two,45,180.0,32,4.5,Card,standard,SnackBox
1485,18-05-2024,Jaipur,Wheat Flour 1kg,Snacks,5,80,400.0,59,N/A,UPI,express,GreenCart
1486,2024-04-15,Delhi,Chicken 1kg,grocery,,100,400.0,71,4.0,UPI,express,BakeHouse
1487,2024-04-20,Delhi,Chicken 1kg,grocery,2,100,200.0,68,4.9,Cash,Express,FreshFarm
1488,2024/04/07,delhi,Chips 200g,Grocery,1,60,60.0,57,4.5,upi,Standard,FreshFarm
1489,2024-02-13,Bengaluru,Tomato 1kg,Dairy,1,70,70.0,41,4.9,upi,express,SnackBox
1490,2024/05/16,Mumbai,Tomato 1kg,Grocery,4,85,340.0,50,4.7,Cash,standard,BakeHouse
1491,2024-06-25,Pune,Curd 500g,Fruits,1,80,80.0,88,N/A,Card,Express,FarmFresh
1492,24-02-2024,Delhi,Paneer 200g,dairy,5,55,275.0,82,4.2,Cash,Express,FreshFarm
1493,2024/01/07,Banglore,Eggs 6pcs,Grocery,1,45,45.0,46,4.7,Cash,standard,GreenCart
1494,24-03-2024,Pune,Wheat Flour 1kg,Snacks,,85,255.0,30,4.0,UPI,Standard,SnackBox
1495,12-06-2024,delhi,Cake 500g,Poultry,4,50,200.0,41,,Card,Express,GreenCart
1496,2024-06-21,Jaipur,Sugar 1kg,Grocery,5,100,500.0,47,,upi,standard,FreshFarm
1497,11-05-2024,Pune,Namkeen 500g,Fruits,2,50,100.0,81,4.2,cash,standard,BakeHouse
1498,10-05-2024,Banglore,Chips 200g,Bakery,3,50,150.0,26,4.0,Cash,express,FarmFresh
1499,18-06-2024,Mumbai,Rice 1kg,grocery,,30,30.0,65,4.9,cash,Standard,GroceryHub
1500,2024-01-11,Banglore,Curd 500g,dairy,,30,60.0,85,,Cash,Standard,FreshFarm
1501,09-01-2024,Pune,Apple 1kg,dairy,,70,210.0,37,,Card,express,SnackBox
1502,2024-03-15,delhi,Orange 1kg,grocery,,70,70.0,68,4.7,Card,Standard,BakeHouse
1503,26-03-2024,Banglore,Chips 200g,Vegetables,3,,,45,,Cash,Standard,GreenCart
1504,2024-02-06,Mumbai,Rice 1kg,Poultry,,50,150.0,41,4.2,cash,Standard,GroceryHub
1505,2024/04/26,delhi,Orange 1kg,dairy,,60,120.0,53,3.5,UPI,standard,GroceryHub
1506,2024/05/24,delhi,Potato 1kg,dairy,two,80,160.0,55,N/A,Card,Express,GroceryHub
